ipo_date,symbol,company_name,ipo_price,current,return
2020-07-15,GOCO,"GoHealth, Inc.",21.00,0.305,-98.55
2020-07-15,HPX,HPX Corp.,10.00,16.69,66.90
2020-07-15,MLAC,Malacca Straits Acquisition Company Limited,10.00,10.53,5.30
2020-07-14,AACQ,"Artius Acquisition, Inc",10.00,9.99,-0.10
2020-07-14,NCNO,"nCino, Inc.",31.00,14.70,-52.58
2020-07-13,PTK,PTK Acquisition Corp.,10.00,7.28,-27.20
2020-07-10,IVA,Inventiva S.A.,14.40,3.46,-75.97
2020-07-10,NKTX,"Nkarta, Inc.",18.00,2.89,-83.94
2020-07-10,PSTX,"Poseida Therapeutics, Inc.",16.00,9.50,-40.63
2020-07-10,QH,Quhuo Limited,10.00,6.26,-37.40
2020-07-08,BLCT,BlueCity Holdings Ltd.,16.00,1.54,-90.38
2020-07-08,RACA,Therapeutics Acquisition Corp.,10.00,10.27,2.74
2020-07-08,TXAC,Therapeutics Acquisition Corp.,10.00,12.96,29.60
2020-07-02,ACCD,"Accolade, Inc.",22.00,7.02,-68.09
2020-07-02,CPSR,Capstar Special Purpose Acquisition Corp.,10.00,7.36,-26.40
2020-07-02,LMND,"Lemonade, Inc.",29.00,57.17,97.14
2020-07-01,DNB,"Dun & Bradstreet Holdings, Inc.",22.00,9.15,-58.41
2020-07-01,PANA,Panacea Acquisition Corp.,10.00,10.42,4.20
2020-06-30,ADTX,"Aditxt, Inc.",9.00,0.01,-99.89
2020-06-30,GSAH,GS Acquisition Holdings Corp. II,10.00,10.26,2.60
2020-06-26,ACI,"Albertsons Companies, Inc.",16.00,14.13,-11.69
2020-06-26,AKUS,"Akouos, Inc.",17.00,13.29,-21.82
2020-06-26,API,"Agora, Inc.",20.00,4.12,-79.40
2020-06-26,EBON,Ebang International Holdings Inc.,5.23,2.26,-56.79
2020-06-26,FUSE,Fusion Acquisition Corp.,10.00,10.00,
2020-06-26,FUSN,"Fusion Pharmaceuticals, Inc.",17.00,21.55,26.77
2020-06-26,KCAC,Kensington Capital Acquisition Corp.,10.00,23.50,135.00
2020-06-26,PYPD,PolyPid Ltd.,16.00,4.76,-70.25
2020-06-24,BRLI,Brilliant Acquisition Corp.,10.00,4.70,-53.00
2020-06-19,BIOR,"Biora Therapeutics, Inc.",15.00,0.56,-96.27
2020-06-19,FMTX,"Forma Therapeutics Holdings, Inc.",20.00,20.01,0.05
2020-06-19,GTH,Genetron Holdings Limited,16.00,4.03,-74.84
2020-06-19,IMG,CIMG Inc.,,0.223,
2020-06-19,NUZE,"NuZee, Inc.",9.00,0.53,-94.11
2020-06-19,RPTX,"Repare Therapeutics, Inc.",20.00,2.65,-86.80
2020-06-17,TREB,Trebia Acquisition Corp.,10.00,9.22,-7.80
2020-06-16,RPRX,Royalty Pharma plc,28.00,54.28,93.86
2020-06-12,AZEK,The AZEK Company Inc.,23.00,54.35,136.30
2020-06-12,BNR,Burning Rock Biotech Limited,16.50,8.52,-48.36
2020-06-12,GBIO,Generation Bio Co.,19.00,5.34,-71.90
2020-06-12,PCVX,"Vaxcyte, Inc.",16.00,53.87,236.69
2020-06-12,RNA,"Avidity Biosciences, Inc.",18.00,72.80,304.44
2020-06-11,LTRN,Lantern Pharma Inc.,15.00,3.95,-73.67
2020-06-10,UCL,uCloudlink Group Inc.,18.00,1.00,-94.44
2020-06-09,VRM,"Vroom, Inc.",22.00,5.13,-76.68
2020-06-05,AMTI,"Applied Molecular Transport, Inc.",14.00,0.263,-98.12
2020-06-05,ARYB,ARYA Sciences Acquisition II,10.00,10.10,1.00
2020-06-05,CALT,Calliditas Therapeutics AB,19.50,40.00,105.13
2020-06-05,DADA,Dada Nexus Limited,16.00,1.96,-87.94
2020-06-05,FOUR,"Shift4 Payments, Inc.",23.00,44.22,92.26
2020-06-05,LEGN,Legend Biotech Corporation,23.00,29.38,27.74
2020-06-05,MCAC,Mountain Crest Acquisition Corp.,10.00,13.34,33.40
2020-06-04,ZI,ZoomInfo Technologies Inc.,21.00,10.31,-50.91
2020-06-03,PLRX,"Pliant Therapeutics, Inc.",16.00,1.13,-92.94
2020-06-03,WMG,Warner Music Group Corp.,25.00,26.93,7.72
2020-05-27,WPF,Foley Trasimene Acquisition Corp.,10.00,9.75,-2.50
2020-05-22,NARI,"Inari Medical, Inc.",19.00,79.97,320.90
2020-05-21,LGVW,Longview Acquisition Corp.,10.00,23.05,130.50
2020-05-21,SLQT,"SelectQuote, Inc.",20.00,0.949,-95.25
2020-05-20,BMRG,B. Riley Principal Merger II,10.00,10.68,6.80
2020-05-15,ADCT,ADC Therapeutics SA,19.00,1.07,-94.37
2020-05-15,NOVS,Novus Capital Corp.,10.00,24.95,149.50
2020-05-14,GIK,"GigCapital3, Inc.",10.00,7.82,-21.80
2020-05-14,JWS,Jaws Acquisition Corporation,10.00,14.75,47.50
2020-05-08,AYLA,"Ayala Pharmaceuticals, Inc.",15.00,0.504,-96.64
2020-05-08,CLEU,China Liberal Education Holdings Limited,6.00,1.03,-82.83
2020-05-08,KC,Kingsoft Cloud Holdings Limited,17.00,9.24,-45.65
2020-05-06,LOAK,Live Oak Acquisition Corp.,10.00,24.20,142.00
2020-05-06,SOAC,Sustainable Opportunities Acquisition Corp.,10.00,10.62,6.20
2020-05-05,GAN,GAN Limited,8.50,1.97,-76.82
2020-05-05,ROCH,Roth CH Acquisition I,10.00,28.90,189.00
2020-05-01,CGRO,Collective Growth Corp.,10.00,9.75,-2.50
2020-05-01,LYRA,"Lyra Therapeutics, Inc.",16.00,0.50,-96.91
2020-04-30,FVAC,Fortress Value Acquisition,10.00,14.39,43.90
2020-04-28,IPOB,Social Capital Hedosophia II,10.00,29.50,195.00
2020-04-24,CHAQ,Chardan Healthcare Acquisition 2 Corp.,10.00,8.41,-15.90
2020-04-24,ORIC,"ORIC Pharmaceuticals, Inc.",16.00,9.43,-41.06
2020-04-24,PCPL,CC Neuberger Principal Holdings I,10.00,10.98,9.80
2020-04-22,IPOC,Social Capital Hedosophia Holdings Corp. III,10.00,16.02,60.20
2020-04-08,KROS,"Keros Therapeutics, Inc.",16.00,10.92,-31.75
2020-04-03,ZNTL,"Zentalis Pharmaceuticals, Inc.",18.00,3.97,-77.94
2020-04-01,WIMI,WiMi Hologram Cloud Inc.,5.50,1.52,-72.36
2020-03-12,ELVN,"Enliven Therapeutics, Inc.",16.00,47.77,198.56
2020-03-11,DFPH,DFP Healthcare Acquisitions Corp.,10.00,10.98,9.80
2020-03-06,FEAC,Flying Eagle Acquisition,10.00,17.68,76.80
2020-03-06,LSAC,LifeSci Acquisition Corp.,10.00,19.00,90.00
2020-03-03,GFL,GFL Environmental Inc.,19.00,37.25,96.05
2020-02-28,PASG,"Passage Bio, Inc.",18.00,5.88,-67.33
2020-02-24,ZCMD,Zhongchao Inc.,4.00,0.41,-89.75
2020-02-21,DMYT,dMY Technology Group,10.00,22.76,127.60
2020-02-20,ESSC,East Stone Acquisition Corp.,10.00,7.30,-27.00
2020-02-14,CCXX,Churchill Capital III,10.00,9.84,-1.60
2020-02-14,NBAC,Newborn Acquisition,10.00,15.52,55.20
2020-02-13,RVMD,"Revolution Medicines, Inc.",17.00,169.77,898.65
2020-02-13,SCNX,"Scienture Holdings, Inc.",,0.368,
2020-02-13,SDOT,Sadot Group Inc.,5.00,7.25,45.00
2020-02-13,ZGYH,Yunhong International,10.00,10.28,2.80
2020-02-12,HUIZ,Huize Holding Limited,10.50,1.17,-88.67
2020-02-11,CCAC,CITIC Capital Acquisition Corp.,10.00,7.05,-29.50
2020-02-07,NREF,"NexPoint Real Estate Finance, Inc.",19.00,15.09,-20.58
2020-02-07,ONEW,OneWater Marine Inc.,12.00,11.31,-5.75
2020-02-07,PFHD,Professional Holding Corp.,18.50,28.65,54.87
2020-02-06,BEAM,Beam Therapeutics Inc.,17.00,33.90,99.41
2020-02-06,CSPR,"Casper Sleep, Inc.",12.00,6.78,-43.50
2020-02-06,PPD,"PPD, Inc.",27.00,47.28,75.11
2020-02-06,SDGR,"Schrödinger, Inc.",17.00,15.33,-9.82
2020-01-31,ARQT,"Arcutis Biotherapeutics, Inc.",17.00,27.37,61.00
2020-01-31,ONEM,"1Life Healthcare, Inc.",14.00,16.47,17.64
2020-01-31,REYN,Reynolds Consumer Products Inc.,26.00,25.73,-1.04
2020-01-30,BDTX,"Black Diamond Therapeutics, Inc.",19.00,1.86,-90.21
2020-01-30,FRES,Fresh2 Group Ltd.,12.00,0.85,-92.92
2020-01-29,ANVS,"Annovis Bio, Inc.",6.00,1.70,-71.67
2020-01-24,GHIV,"Gores Holdings IV, Inc.",10.00,11.54,15.40
2020-01-24,SCVX,SCVX Corp.,10.00,10.01,0.10
2020-01-17,DNK,Phoenix Tree Holdings Ltd.,13.50,2.37,-82.44
2020-01-17,NBP,NovaBridge Biosciences,,1.60,
2020-01-17,SOGP,Sound Group Inc.,11.00,10.84,-1.46
2020-01-17,VEL,"Velocity Financial, Inc.",13.00,17.73,36.39
